Project Phase Name,Start Date, End Date,Project Duration,Project Budget Amount,EAC,Overrun,Budget overrun / Saved %
Design,24/07/2024,25/02/2025,216,191720,101798,0,-0.47
Design,03/01/2022,10/04/2022,97,196467,104381,0,-0.47
Scope,29/04/1983,21/02/2018,12717,129190,142693,1,0.10
Design,21/02/2018,02/04/2020,771,602780,1112808,1,0.85
Scope,05/07/2019,11/04/2019,85,127710,133210,1,0.04
Design,13/11/2019,19/11/2021,737,638550,622477,0,-0.03
Scope,08/04/2020,02/10/2021,542,39980,53459,1,0.34
Design,17/02/2021,31/08/2021,195,199900,203480,1,0.02
Design,16/05/2023,18/10/2023,155,21262,4326,0,-0.80
Scope,20/07/2022,08/04/2022,103,4260,1263,0,-0.70
Design,08/04/2022,01/11/2023,572,19170,5052,0,-0.74
Scope,04/08/2022,25/08/2022,21,11980,33958,1,1.83
Design,26/08/2022,23/02/2023,181,59900,135829,1,1.27
Scope,26/05/2022,22/02/2023,272,27268,36486,1,0.34
Scope,26/01/2021,01/05/2022,460,69210,63732,0,-0.08
Design,01/06/2022,04/04/2023,307,346050,327806,0,-0.05
Scope,07/11/2024,11/07/2024,119,48347,48347,1,0.00
Design,11/12/2024,04/11/2025,328,203218,203218,1,0.00
Scope,18/01/2021,05/12/2021,321,38000,54826,1,0.44
Design,18/05/2021,10/07/2021,53,190000,111462,0,-0.41
Scope,29/01/2021,02/09/2022,581,48200,130774,1,1.71
Design,02/09/2022,09/07/2022,55,241000,244223,1,0.01
Scope,14/02/2020,27/10/2022,986,199005,237745,1,0.19
Design,11/02/2022,03/10/2023,599,990021,1177280,1,0.19
Scope,19/04/2024,25/04/2024,6,4281,4570,1,0.07
Design,25/04/2024,22/08/2024,119,19265,18280,0,-0.05
Scope,14/06/2023,10/06/2023,4,135720,133907,0,-0.01
Design,11/09/2023,29/04/2024,231,678600,334882,0,-0.51
Scope,15/06/2023,07/03/2023,100,3920,1909,0,-0.51
Design,07/03/2023,18/10/2023,225,17640,7638,0,-0.57
Scope,15/06/2021,28/10/2021,135,241601,329832,1,0.37
Design,17/11/2021,29/04/2022,163,1208001,602212,0,-0.50
Scope,17/01/2023,24/04/2023,97,27940,58220,1,1.08
Design,25/04/2023,31/10/2023,189,139700,163864,1,0.17
Scope,08/04/2020,29/01/2021,296,54940,86652,1,0.58
Design,02/02/2021,07/09/2021,217,274700,400458,1,0.46
Scope,06/12/2025,26/09/2025,71,219474,123468,0,-0.44
Scope,06/06/2023,10/10/2023,126,240689,238433,0,-0.01
Design,31/10/2023,18/04/2024,170,1195757,409398,0,-0.66
Scope,31/05/2022,26/09/2022,118,270000,212255,0,-0.21
Design,28/09/2022,26/04/2023,210,1350000,443721,0,-0.67
Scope,06/03/2021,02/09/2022,545,33418,66557,1,0.99
Design,15/02/2022,26/03/2024,770,167092,298995,1,0.79
Scope,07/08/2022,08/08/2023,366,148170,213298,1,0.44
Design,16/08/2023,04/01/2024,141,740850,637418,0,-0.14
Scope,03/01/2023,03/08/2023,212,3793,2496,0,-0.34
Design,03/08/2023,26/04/2023,99,17068,9983,0,-0.42
Scope,22/06/2022,01/05/2023,313,119977,249608,1,1.08
Design,18/01/2023,05/09/2023,230,589908,489627,0,-0.17
Design,15/11/2023,20/03/2024,126,30000,11420,0,-0.62
Design,19/10/2023,20/09/2024,337,104953,188274,1,0.79
Design,20/12/2024,25/04/2025,126,121794,93421,0,-0.23
Scope,07/07/2022,29/06/2023,357,73554,187108,1,1.54
Design,24/07/2023,18/12/2023,147,363605,359634,0,-0.01
Scope,03/01/2023,03/08/2023,212,3784,2215,0,-0.41
Design,03/08/2023,26/04/2023,99,17028,8858,0,-0.48
Scope,28/02/2022,18/07/2022,140,1554220,1618887,1,0.04
Design,19/07/2022,03/03/2023,227,6993990,5325630,0,-0.24
Scope,05/03/2022,05/03/2022,1,21847,19313,0,-0.12
Design,05/04/2022,18/10/2022,196,109235,56691,0,-0.48
Scope,07/07/2022,14/03/2023,250,19702,56472,1,1.87
Design,23/03/2023,18/10/2023,209,98512,135079,1,0.37
Design,02/11/2022,05/09/2022,58,106481,161747,1,0.52
Scope,04/06/2022,21/04/2023,321,44868,83112,1,0.85
Design,24/04/2023,11/01/2023,103,220683,216022,0,-0.02
Scope,09/01/2023,16/02/2024,403,227431,155257,0,-0.32
Design,28/02/2024,05/01/2024,54,1120485,448761,0,-0.60
Scope,23/05/2023,19/09/2023,119,7719,16643,1,1.16
Design,28/09/2023,03/11/2024,402,34735,62605,1,0.80
Scope,30/11/2021,08/01/2022,39,20049,18881,0,-0.06
Design,08/10/2022,02/08/2023,298,96465,63194,0,-0.34
Scope,30/05/2024,26/11/2024,180,31740,57394,1,0.81
Design,27/03/2019,15/05/2021,780,786600,956895,1,0.22
Scope,07/01/2021,11/01/2021,4,544440,416934,0,-0.23
Design,11/02/2021,13/05/2022,456,2449980,946845,0,-0.61
Scope,09/10/2018,02/04/2020,541,22790,25958,1,0.14
Design,02/04/2020,08/12/2022,980,113950,139086,1,0.22
Scope,24/10/2018,22/10/2019,363,48970,118462,1,1.42
Design,22/10/2019,17/05/2023,1303,238879,467654,1,0.96
Scope,11/01/2019,31/03/2020,445,22680,40107,1,0.77
Design,31/03/2020,30/06/2020,91,113400,280398,1,1.47
Scope,17/02/2023,03/02/2023,14,4044,1176,0,-0.71
Design,03/02/2023,05/03/2023,30,18196,4704,0,-0.74
Design,08/11/2022,02/02/2023,86,150000,99912,0,-0.33
Scope,03/02/2021,11/02/2022,373,18945,11275,0,-0.40
Design,11/02/2022,26/04/2023,439,94132,76497,0,-0.19
Scope,07/06/2023,23/02/2024,261,31839,90470,1,1.84
Design,26/02/2024,15/05/2024,79,149793,191718,1,0.28
Scope,24/07/2019,01/10/2020,435,104430,136077,1,0.30
Design,15/01/2020,26/06/2020,163,522150,532654,1,0.02
Scope,03/03/2022,15/07/2022,134,17405,13206,0,-0.24
Design,15/07/2022,15/07/2022,1,78324,529,0,-0.99
Scope,29/04/2022,07/07/2022,69,131097,67517,0,-0.48
Design,07/11/2022,17/11/2022,10,645809,355956,0,-0.45
Scope,03/10/2025,17/03/2025,200,3228,2641,0,-0.18
Design,17/03/2025,09/10/2025,206,12913,10565,0,-0.18
Design,23/04/2024,13/08/2024,112,47742,75780,1,0.59
Scope,15/05/2023,26/09/2023,134,7373,19185,1,1.60
Design,10/05/2023,19/03/2024,314,33181,40390,1,0.22
Design,06/05/2023,17/10/2023,164,48969,58018,1,0.18
Scope,20/10/2015,21/12/2015,62,18645,37979,1,1.04
Design,28/01/2016,24/04/1935,29499,74580,160373,1,1.15
Scope,25/03/2025,04/11/2025,224,4641,3072,0,-0.34
Design,04/11/2025,09/10/2025,26,18563,12286,0,-0.34
Design,16/04/2024,01/03/2025,319,87000,66246,0,-0.24
Scope,11/10/2022,15/11/2023,400,1087912,957982,0,-0.12
Design,28/11/2023,21/01/2025,420,5196226,2224386,0,-0.57
Scope,05/01/2025,05/09/2025,243,4068,2649,0,-0.35
Scope,26/03/2021,19/07/2023,845,237237,398078,1,0.68
Design,21/08/2023,04/04/2024,227,1167416,939101,0,-0.20
Scope,26/02/2021,29/11/2021,276,109900,97279,0,-0.11
Design,29/11/2021,02/08/2023,611,549500,375248,0,-0.32
Scope,05/05/2025,05/09/2025,123,3892,2867,0,-0.26
Scope,06/02/2021,22/12/2021,319,19147,22438,1,0.17
Design,22/12/2021,05/05/2022,134,95734,95842,1,0.00
Scope,14/06/2024,27/02/2025,258,91123,189890,1,1.08
Scope,05/12/2025,05/12/2025,1,3668,1788,0,-0.51
Scope,28/11/2023,02/08/2024,248,13400,22464,1,0.68
Design,02/12/2024,14/05/2024,202,67000,140106,1,1.09
Design,17/06/2024,04/01/2025,201,78000,99170,1,0.27
Scope,05/10/2022,26/08/2022,40,1192000,1142484,0,-0.04
Design,29/08/2022,04/12/2023,462,5364000,3255764,0,-0.39
Scope,21/09/2022,13/03/2023,173,91591,97679,1,0.07
Design,15/03/2023,23/10/2023,222,455057,240253,0,-0.47
Scope,14/02/2023,03/02/2023,11,3779,1385,0,-0.63
Design,03/02/2023,05/03/2023,30,17007,5539,0,-0.67
Scope,05/07/2021,16/11/2021,134,158000,187103,1,0.18
Design,17/11/2021,05/11/2022,353,790000,616941,0,-0.22
Scope,15/02/2023,13/03/2023,26,4077,696,0,-0.83
Design,13/03/2023,05/03/2023,8,18346,2785,0,-0.85
Design,30/08/2024,14/04/2025,227,60634,73993,1,0.22
Scope,09/12/2023,31/10/2024,327,137898,105830,0,-0.23
Scope,06/07/2024,18/12/2024,165,18296,34173,1,0.87
Scope,24/07/2023,08/02/2023,166,4870,2374,0,-0.51
Design,08/02/2023,11/01/2023,28,21915,9493,0,-0.57
Design,08/04/2023,02/12/2024,604,60000,72019,1,0.20
Scope,24/03/2021,14/10/2021,204,27406,50445,1,0.84
Design,12/01/2021,23/09/2022,619,137029,231839,1,0.69
Scope,18/06/2024,19/09/2024,93,149670,63286,0,-0.58
Design,13/11/2024,18/02/2025,97,698459,253144,0,-0.64
Scope,21/04/2025,05/09/2025,137,4379,1048,0,-0.76
Design,30/05/2023,11/07/2023,42,45000,80009,1,0.78
Construction,17/11/2024,09/11/2025,357,660000,473976,0,-0.28
Scope,25/07/2023,08/02/2023,167,4870,1999,0,-0.59
Design,08/02/2023,11/01/2023,28,21915,7997,0,-0.64
Scope,03/12/2021,29/11/2021,4,48965,101201,1,1.07
Design,12/08/2021,13/05/2022,274,237607,331105,1,0.39
Construction,09/12/2022,14/03/2025,826,4722126,4722544,1,0.00
Scope,30/06/2025,07/02/2025,143,3274,635,0,-0.81
Design,25/07/2018,13/03/2019,231,36804,112775,1,2.06
Scope,29/08/2019,06/08/2021,708,126090,189736,1,0.50
Design,31/08/2022,02/10/2025,1128,630451,560063,0,-0.11
Scope,26/03/2021,11/03/2021,15,153170,163290,1,0.07
Design,15/11/2021,30/09/2022,319,765850,408550,0,-0.47
Construction,09/05/2023,08/07/2025,791,17231625,16081190,0,-0.07
Scope,30/06/2025,07/07/2025,7,4428,529,0,-0.88
Design,18/07/2023,26/01/2024,192,102000,84543,0,-0.17
Scope,26/02/2021,11/05/2021,74,195699,112191,0,-0.43
Design,11/10/2021,05/11/2022,390,978501,524962,0,-0.46
Scope,14/08/2020,24/03/2021,222,114450,81503,0,-0.29
Design,29/03/2021,12/01/2021,76,572250,389765,0,-0.32
Scope,06/01/2023,10/04/2023,94,393500,300954,0,-0.24
Design,26/10/2023,15/04/2024,172,1967502,540336,0,-0.73
Scope,26/06/2024,29/01/2025,217,18251,30971,1,0.70
Scope,18/12/2024,07/07/2025,201,3254,7428,1,1.28
Scope,21/08/2024,04/04/2025,226,12900,28975,1,1.25
Design,04/07/2025,04/10/2025,92,51600,109229,1,1.12
Scope,20/08/2024,13/12/2024,115,7585,43555,1,4.74
Design,01/08/2025,04/11/2025,95,30341,103966,1,2.43
Scope,07/03/2025,07/07/2025,122,4008,592,0,-0.85
Scope,27/09/2019,29/11/2021,794,138070,156676,1,0.13
Design,30/11/2021,05/11/2022,340,690350,502488,0,-0.27
Construction,09/12/2022,09/10/2024,670,15532875,14109119,0,-0.09
Scope,06/07/2023,24/10/2023,110,144603,262200,1,0.81
Design,30/10/2023,26/04/2024,179,715414,688181,0,-0.04
Scope,23/06/2023,24/10/2023,123,17818,21965,1,0.23
Design,26/10/2023,04/01/2024,70,80183,82094,1,0.02
Scope,07/12/2024,04/02/2025,59,32895,19436,0,-0.41
Design,04/02/2025,09/04/2025,64,153510,77744,0,-0.49
Scope,15/05/2025,18/09/2025,126,228271,91098,0,-0.60
Scope,22/05/2023,06/01/2023,136,4800,555,0,-0.88
Design,06/01/2023,11/08/2023,217,21600,2221,0,-0.90
Construction,23/04/2024,22/05/2025,394,278400,253360,0,-0.09
Scope,04/06/2021,11/02/2021,113,191370,290529,1,0.52
Design,11/10/2021,23/05/2023,589,956850,946294,0,-0.01
Scope,16/05/2025,08/05/2025,8,230928,116186,0,-0.50
Scope,05/03/2024,05/07/2024,122,2966,1950,0,-0.34
Design,05/07/2024,08/07/2024,3,13347,7799,0,-0.42
Scope,28/04/2005,26/11/2018,4960,314342,142230,0,-0.55
Design,23/01/2019,17/05/2019,114,1252506,1103206,0,-0.12
Scope,06/12/2024,10/03/2024,271,143955,186466,1,0.30
Design,17/12/2024,16/04/2025,120,671790,392629,0,-0.42
Scope,26/01/2021,20/10/2021,267,41950,26892,0,-0.36
Design,28/10/2021,18/04/2022,172,209750,204412,0,-0.03
Scope,06/07/2023,20/06/2023,16,4694,1563,0,-0.67
Design,20/06/2023,10/04/2023,71,21123,6254,0,-0.70
Design,08/02/2023,31/01/2024,357,58386,108490,1,0.86
Scope,21/08/2019,20/12/2019,121,2315,18746,1,7.10
Design,18/02/2020,05/07/2020,138,10417,75187,1,6.22
Scope,24/01/2023,02/01/2023,22,4964,1993,0,-0.60
Design,02/01/2023,26/04/2023,114,22338,7970,0,-0.64
Scope,21/06/2023,11/02/2023,130,286001,193141,0,-0.32
Design,27/12/2023,23/04/2024,118,1430000,443067,0,-0.69
Scope,19/01/2023,02/01/2023,17,6276,982,0,-0.84
Design,02/01/2023,26/04/2023,114,28242,3926,0,-0.86
Design,19/07/2023,21/11/2023,125,67121,72074,1,0.07
Scope,04/02/2019,16/03/2020,406,8440,14978,1,0.77
Design,16/03/2020,11/01/2022,666,37980,60871,1,0.60
Scope,18/04/2017,06/06/2023,2240,317076,427598,1,0.35
Design,06/07/2023,23/04/2024,292,1530239,1000503,0,-0.35
Scope,07/06/2023,07/07/2023,30,4760,1050,0,-0.78
Design,07/07/2023,11/08/2023,35,21420,4201,0,-0.80
Construction,23/04/2024,22/05/2025,394,276080,256569,0,-0.07
Scope,03/08/2019,13/10/2023,1532,107281,160384,1,0.49
Design,16/10/2023,26/03/2024,162,527778,621816,1,0.18
Scope,28/06/2019,19/11/2019,144,138348,181412,1,0.31
Design,12/03/2019,05/01/2020,299,686840,516189,0,-0.25
Scope,05/03/2024,05/07/2024,122,3614,1215,0,-0.66
Design,05/07/2024,08/07/2024,3,16263,4861,0,-0.70
Scope,06/07/2023,18/10/2023,104,61868,154978,1,1.50
Design,30/10/2023,04/08/2024,279,305474,261030,0,-0.15
Scope,30/06/2023,25/07/2023,25,3684,1249,0,-0.66
Design,25/07/2023,10/04/2023,106,16578,4995,0,-0.70
Design,21/11/2024,14/04/2025,144,34275,42279,1,0.23
Scope,18/09/2024,14/01/2025,118,32002,43810,1,0.37
Design,02/05/2025,06/12/2025,218,138882,155528,1,0.12
Scope,04/05/2021,08/03/2021,57,19400,16472,0,-0.15
Design,01/04/2022,05/12/2023,613,87300,53663,0,-0.39
Scope,04/09/2021,08/03/2021,180,13540,17412,1,0.29
Design,26/10/2022,05/12/2023,405,60930,3995,0,-0.93
Scope,19/04/1979,17/04/1970,3289,70650,62728,0,-0.11
Design,13/11/2014,21/08/2015,281,282600,802623,1,1.84
Scope,08/12/2024,16/12/2024,8,112785,122167,1,0.08
Design,01/09/2025,15/04/2025,139,510772,334531,0,-0.35
Scope,14/03/2019,27/11/2019,258,18842,18842,1,0.00
Design,01/06/2020,15/01/2020,138,88325,88325,1,0.00
Design,05/01/2023,22/09/2023,260,32529,63449,1,0.95
Construction,26/08/2024,05/09/2025,375,477087,401018,0,-0.16
Design,01/09/2025,15/04/2025,139,39000,9709,0,-0.75
Scope,29/10/2021,15/07/2022,259,27650,42285,1,0.53
Design,18/07/2022,04/12/2023,504,138250,101357,0,-0.27
Scope,06/01/2023,15/11/2023,313,129040,172915,1,0.34
Design,20/12/2023,04/04/2024,106,645201,241209,0,-0.63
Scope,17/12/2018,20/05/2021,885,196818,227147,1,0.15
Design,21/05/2021,31/01/2022,255,974931,972772,0,0.00
Scope,04/09/2024,05/08/2024,30,4591,5632,1,0.23
Design,05/08/2024,30/10/2024,86,20660,22528,1,0.09
Scope,24/06/2019,19/11/2019,148,142812,294193,1,1.06
Design,12/02/2019,05/04/2020,418,708443,538771,0,-0.24
Design,24/06/2024,13/09/2024,81,28296,33596,1,0.19
Construction,23/12/2024,08/11/2025,320,415001,198395,0,-0.52
Design,15/03/2022,05/04/2022,21,41465,60464,1,0.46
Scope,03/02/2021,13/06/2023,860,34795,34795,1,0.00
Design,13/06/2023,08/08/2023,56,67624,66475,0,-0.02
Construction,22/04/2024,04/02/2025,288,514107,464531,0,-0.10
Scope,02/01/2023,01/11/2024,669,13931,13931,1,0.00
Design,01/12/2024,16/02/2024,289,43152,43152,1,0.00
Construction,15/07/2024,05/09/2025,417,440000,419052,0,-0.05
Design,26/06/2024,11/05/2024,46,28206,42482,1,0.51
Scope,13/07/2023,15/11/2023,125,98632,85284,0,-0.14
Design,20/11/2023,24/04/2024,156,488781,442080,0,-0.10
Scope,21/05/2020,10/08/2020,81,70778,140762,1,0.99
Design,20/10/2020,14/04/2021,176,348741,315552,0,-0.10
Scope,15/07/2025,16/07/2025,1,2213,937,0,-0.58
Scope,06/10/2024,18/09/2024,18,104869,137847,1,0.31
Design,10/01/2024,02/04/2025,448,488857,246116,0,-0.50
Scope,07/11/2019,26/11/2019,19,58926,110259,1,0.87
Design,26/11/2019,30/06/2020,217,286603,349171,1,0.22
Scope,28/01/2021,02/01/2022,339,92135,163258,1,0.77
Design,02/08/2022,05/12/2023,490,436890,465623,1,0.07
Scope,05/02/2024,05/08/2024,182,4749,4556,0,-0.04
Design,05/08/2024,30/10/2024,86,21371,18224,0,-0.15
Scope,08/04/1957,07/04/2006,17896,27750,18465,0,-0.33
Design,15/12/2011,24/04/2012,131,83250,94716,1,0.14
Scope,10/03/2018,12/05/2018,63,117150,157286,1,0.34
Design,12/07/2018,05/07/2019,358,468600,699705,1,0.49
Scope,07/03/2019,17/06/2021,833,18661,39646,1,1.12
Scope,17/08/2023,12/08/2023,5,97939,234598,1,1.40
Design,14/12/2023,05/03/2024,82,489696,649183,1,0.33
Scope,14/05/2025,07/01/2025,127,4748,705,0,-0.85
Scope,22/10/2021,15/06/2022,236,8471,12437,1,0.47
Design,21/09/2022,03/03/2023,163,38121,33198,0,-0.13
Scope,21/06/2023,11/01/2023,161,89795,137957,1,0.54
Design,17/11/2023,05/01/2024,49,419044,360987,0,-0.14
Design,25/07/2019,23/06/2020,334,186000,220476,1,0.19
Design,07/12/2023,06/11/2025,700,90000,130010,1,0.44
Scope,02/06/2018,23/03/2018,71,26304,23467,0,-0.11
Design,25/04/2018,27/08/2018,124,96448,105691,1,0.10
Scope,19/11/2019,21/04/2021,519,15247,67154,1,3.40
Design,27/04/2021,05/11/2022,557,76236,111748,1,0.47
Construction,16/12/2022,11/04/2024,482,1715310,1861614,1,0.09
Scope,19/05/2025,30/09/2025,134,133638,72388,0,-0.46
Scope,14/03/2019,14/11/2023,1706,181235,339015,1,0.87
Design,14/11/2023,15/05/2024,183,899635,879435,0,-0.02
Scope,27/08/2014,22/04/1950,23503,309057,264546,0,-0.14
Design,20/04/2009,19/04/2018,3286,1227451,1776454,1,0.45
Design,10/04/2024,13/03/2025,337,45000,153740,1,2.42
Scope,07/05/2022,11/02/2023,280,44636,87003,1,0.95
Design,11/08/2023,15/05/2024,278,214997,171482,0,-0.20
Scope,24/06/2019,18/11/2019,147,207135,414627,1,1.00
Design,12/02/2019,05/12/2020,662,1021245,714341,0,-0.30
Design,09/05/2023,24/05/2024,381,27234,66330,1,1.44
Scope,19/09/2019,19/07/2021,669,26700,41805,1,0.57
Design,11/08/2021,16/03/2022,217,133500,155834,1,0.17
Scope,19/01/2023,11/08/2023,204,25913,62956,1,1.43
Design,20/11/2023,08/02/2024,80,129567,106096,0,-0.18
Scope,12/12/2018,15/07/2019,215,27774,70134,1,1.53
Design,17/07/2019,05/11/2022,1207,138868,291522,1,1.10
Scope,25/06/2019,11/05/2020,321,329900,377757,1,0.15
Design,11/05/2020,28/04/2021,352,1649501,1080737,0,-0.34
Scope,22/07/2019,25/09/2019,65,19800,15924,0,-0.20
Design,18/12/2019,05/08/2020,231,89100,63811,0,-0.28
Scope,03/12/2018,14/05/2019,162,25050,42324,1,0.69
Design,14/05/2019,16/05/2019,2,91850,100680,1,0.10
Scope,19/12/2018,28/03/2019,99,19950,6024,0,-0.70
Design,28/03/2019,05/10/2019,191,73150,24225,0,-0.67
Scope,08/12/2019,25/03/2021,473,77600,111940,1,0.44
Design,28/10/2021,19/09/2022,326,388000,561983,1,0.45
Scope,30/06/2022,27/03/2023,270,51675,66647,1,0.29
Design,04/04/2023,09/06/2023,66,246875,75717,0,-0.69
Design,27/06/2023,26/01/2024,213,38275,48631,1,0.27
Scope,12/04/2023,18/04/2024,372,131889,164751,1,0.25
Design,18/04/2024,25/09/2024,160,615482,333215,0,-0.46
Design,20/03/2024,09/09/2024,173,153000,132189,0,-0.14
Scope,26/06/2023,12/11/2023,139,29951,161413,1,4.39
Design,12/11/2023,18/06/2024,219,143796,139489,0,-0.03
Design,31/08/2022,22/03/2023,203,18150,28856,1,0.59
Design,17/06/2024,17/12/2024,183,27000,32379,1,0.20
Scope,17/01/2019,16/07/2019,180,627900,542774,0,-0.14
Design,17/07/2019,13/08/2020,393,2825550,2792791,0,-0.01
Scope,11/01/2021,02/03/2022,415,179859,200389,1,0.11
Design,02/04/2022,19/10/2023,565,809367,658014,0,-0.19
Construction,12/05/2023,22/07/2025,802,10207014,9642149,0,-0.06
Scope,29/03/2018,29/01/2019,306,18776,27740,1,0.48
Design,29/01/2019,16/05/2019,107,74387,80747,1,0.09
Scope,16/08/2018,10/03/2022,1302,409223,408604,0,0.00
Design,12/02/2022,05/12/2023,661,2046114,1808618,0,-0.12
Scope,01/10/2020,18/06/2021,260,116705,4139,0,-0.96
Design,29/03/2023,30/04/2024,398,583526,663711,1,0.14
Scope,03/05/2025,29/05/2025,26,21565,21565,1,0.00
Scope,03/11/2021,12/08/2021,83,23094,39366,1,0.70
Design,01/05/2022,05/11/2022,188,115470,151673,1,0.31
Scope,16/06/2021,01/06/2022,350,31515,44772,1,0.42
Design,25/01/2022,05/11/2022,284,155850,143022,0,-0.08
Scope,05/08/2019,02/11/2020,455,18899,50241,1,1.66
Design,02/11/2020,30/06/2020,125,85045,98153,1,0.15
Scope,08/01/2024,31/12/2024,358,12915,14713,1,0.14
Design,01/06/2025,04/11/2025,156,51660,62384,1,0.21
Design,29/04/2020,14/05/2020,15,28700,28702,1,0.00
Scope,17/03/2021,17/06/2021,92,12500,22561,1,0.80
Design,22/06/2021,14/12/2021,175,62500,127695,1,1.04
Scope,12/03/2021,01/09/2023,903,147932,105301,0,-0.29
Design,01/12/2023,24/08/2023,99,730788,484687,0,-0.34
Scope,02/01/2024,27/03/2024,85,4926,3483,0,-0.29
Design,27/03/2024,14/06/2024,79,22165,13933,0,-0.37
Construction,30/12/2024,28/08/2025,241,285685,296508,1,0.04
Scope,29/05/2025,06/03/2025,84,4385,1163,0,-0.73
Scope,02/01/2024,27/03/2024,85,6514,4058,0,-0.38
Design,27/03/2024,14/06/2024,79,29315,16231,0,-0.45
Construction,30/12/2024,28/08/2025,241,377835,346146,0,-0.08
Scope,06/02/2022,10/06/2022,124,243079,246107,1,0.01
Design,18/10/2022,17/04/2023,181,1206317,614805,0,-0.49
Scope,17/09/2024,04/04/2025,199,176136,93164,0,-0.47
Scope,21/08/2023,17/12/2024,484,67297,73622,1,0.09
Scope,18/12/2017,21/03/2018,93,103128,89232,0,-0.13
Design,21/03/2018,18/05/2018,58,407457,594237,1,0.46
Construction,23/07/2018,03/10/2021,1168,7186455,7976417,1,0.11
Scope,23/07/2013,18/12/2017,1609,141166,70949,0,-0.50
Design,20/04/2018,16/05/2019,391,564660,569378,1,0.01
Design,13/12/2023,03/06/2024,173,30000,28277,0,-0.06
Scope,27/06/2019,18/09/2019,83,58253,78974,1,0.36
Design,25/09/2019,23/01/2020,120,291265,394808,1,0.36
Scope,27/08/2018,12/10/2018,46,12200,27551,1,1.26
Design,01/03/2019,28/02/2020,364,60999,123786,1,1.03
Construction,16/08/2021,18/08/2023,732,1372472,1704480,1,0.24
Scope,14/06/2024,28/10/2024,136,181782,223987,1,0.23
Design,29/11/2024,15/04/2025,137,813323,423350,0,-0.48
Design,26/02/2024,05/06/2024,100,34620,59649,1,0.72
Scope,25/06/2019,25/09/2019,92,79750,122932,1,0.54
Design,27/09/2019,23/01/2020,118,398750,609308,1,0.53
Scope,14/06/2023,11/06/2023,3,33761,59978,1,0.78
Design,15/11/2023,05/06/2024,203,168805,123274,0,-0.27
Scope,18/12/2017,04/03/2018,76,85230,56741,0,-0.33
Design,04/03/2018,24/02/2023,1818,426150,465308,1,0.09
Scope,06/07/2024,22/10/2024,108,149250,170566,1,0.14
Design,11/08/2024,04/10/2025,419,696499,383129,0,-0.45
Scope,25/03/2021,26/07/2021,123,70576,164448,1,1.33
Design,26/07/2021,02/06/2023,676,352881,695785,1,0.97
Scope,19/04/2021,20/07/2021,92,78720,78414,0,0.00
Design,22/07/2021,30/03/2022,251,393600,338786,0,-0.14
Scope,29/12/2021,01/04/2022,93,19000,3695,0,-0.81
Design,01/04/2022,24/02/2022,36,85502,14780,0,-0.83
Scope,04/09/2024,05/07/2024,61,5091,2958,0,-0.42
Design,05/07/2024,30/10/2024,117,22910,11831,0,-0.48
Design,23/05/2023,28/11/2023,189,61425,54146,0,-0.12
Scope,14/04/2023,14/04/2023,1,5809,692,0,-0.88
Design,14/04/2023,06/07/2023,83,26140,2768,0,-0.89
Scope,23/08/2023,22/12/2023,121,650862,344601,0,-0.47
Design,01/03/2024,04/08/2025,521,3037355,1054887,0,-0.65
Scope,20/06/2023,26/06/2023,6,4934,3844,0,-0.22
Design,26/06/2023,11/01/2023,166,22203,15376,0,-0.31
Scope,13/06/2024,13/09/2024,92,144566,124457,0,-0.14
Design,23/09/2024,02/04/2025,191,663455,222183,0,-0.67
Scope,31/05/2022,09/09/2022,101,155491,162591,1,0.05
Design,23/09/2022,14/04/2023,203,777450,477896,0,-0.39
Scope,16/06/2023,21/06/2023,5,4985,2303,0,-0.54
Design,21/06/2023,11/01/2023,161,22433,9211,0,-0.59
Scope,08/12/2021,22/01/2025,1141,457743,250116,0,-0.45
Design,22/01/2025,04/03/2025,41,2131151,1083169,0,-0.49
Scope,21/07/2022,08/10/2023,444,30349,129891,1,3.28
Design,09/06/2023,18/04/2024,314,149646,225048,1,0.50
Scope,24/07/2019,25/09/2019,63,18000,10376,0,-0.42
Design,22/10/2019,26/03/2020,156,81000,41843,0,-0.48
Scope,20/05/2022,27/12/2022,221,157000,232053,1,0.48
Design,18/01/2023,05/09/2023,230,785001,681630,0,-0.13
Design,08/12/2024,03/04/2025,116,56545,19262,0,-0.66
Scope,22/09/2016,22/03/2018,546,145334,233994,1,0.61
Design,04/04/2018,10/05/2018,36,582551,939356,1,0.61
Scope,09/01/2023,29/12/2023,354,82831,156539,1,0.89
Design,01/03/2024,22/04/2024,52,406321,424019,1,0.04
Scope,27/08/2018,21/02/2019,178,17660,9447,0,-0.47
Design,21/02/2019,16/05/2019,84,70249,37722,0,-0.46
Scope,04/09/2024,23/04/2024,134,4049,2228,0,-0.45
Design,23/04/2024,25/09/2024,155,18220,8913,0,-0.51
Scope,30/09/2022,22/12/2023,448,158001,281119,1,0.78
Design,01/03/2024,05/02/2024,25,790000,699703,0,-0.11
Scope,09/12/2025,24/09/2025,76,3970,513,0,-0.87
Scope,10/10/2023,25/03/2024,167,81230,153790,1,0.89
Design,25/03/2024,15/05/2024,51,406150,434225,1,0.07
Design,25/10/2023,02/05/2024,190,54359,72942,1,0.34
Scope,25/03/2022,10/12/2022,260,1787500,1458720,0,-0.18
Design,13/10/2022,05/12/2023,418,8043750,4746484,0,-0.41
Scope,09/08/2022,09/08/2022,1,65500,52261,0,-0.20
